################################################################
# abuse.ch URLhaus Database Dump (CSV)                         #
# Last updated: 2024-10-27 14:19:30 (UTC)                      #
#                                                              #
# Terms Of Use: https://urlhaus.abuse.ch/api/                  #
# For questions please contact urlhaus [at] abuse.ch           #
################################################################
#
# id,dateadded,url,url_status,last_online,threat,tags,urlhaus_link,reporter
"3257872","2024-10-27 14:16:25","http://bitbucket.org/tautara-dwnl/download/downloads/Kiddions_Menu.rar","online","2024-10-27 14:16:25","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257872/","abus3reports"
"3257873","2024-10-27 14:16:25","http://bitbucket.org/tautara-dwnl/download/downloads/Skin_Changer.rar","online","2024-10-27 14:16:25","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257873/","abus3reports"
"3257867","2024-10-27 14:16:24","http://bitbucket.org/tautara-dwnl/download/downloads/Valorant.rar","online","2024-10-27 14:16:24","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257867/","abus3reports"
"3257868","2024-10-27 14:16:24","http://bitbucket.org/tautara-dwnl/download/downloads/Fortnite.rar","online","2024-10-27 14:16:24","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257868/","abus3reports"
"3257866","2024-10-27 14:16:23","http://bitbucket.org/tautara-dwnl/download/downloads/Executor_.rar","online","2024-10-27 14:16:23","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257866/","abus3reports"
"3257865","2024-10-27 14:16:21","http://bitbucket.org/tautara-dwnl/download/downloads/Executor.rar","online","2024-10-27 14:16:21","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257865/","abus3reports"
"3257864","2024-10-27 14:16:20","http://bitbucket.org/tautara-dwnl/download/downloads/Blox_Fruits.rar","online","2024-10-27 14:16:20","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257864/","abus3reports"
"3257863","2024-10-27 14:16:17","http://bitbucket.org/tautara-dwnl/download/downloads/Anime_Fighters.rar","online","2024-10-27 14:16:17","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257863/","abus3reports"
"3257862","2024-10-27 14:15:34","http://bitbucket.org/sheb127/2816rotate/downloads/MyGuests.exe","online","2024-10-27 14:15:34","malware_download","bitbucket,LummaStealer","https://urlhaus.abuse.ch/url/3257862/","abus3reports"
"3257861","2024-10-27 14:15:33","http://bitbucket.org/sheb127/2816rotate/downloads/CoinBaseUpdate.exe","online","2024-10-27 14:15:33","malware_download","bitbucket,LummaStealer","https://urlhaus.abuse.ch/url/3257861/","abus3reports"
"3257860","2024-10-27 14:15:24","http://bitbucket.org/sheb127/2816rotate/downloads/EasyTour.exe","online","2024-10-27 14:15:24","malware_download","bitbucket,LummaStealer","https://urlhaus.abuse.ch/url/3257860/","abus3reports"
"3257859","2024-10-27 14:14:15","http://59.182.105.199:59577/i","online","2024-10-27 14:14:15","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3257859/","geenensp"
"3257858","2024-10-27 14:13:09","http://bitbucket.org/wsuscom/go/downloads/signal.exe","online","2024-10-27 14:13:09","malware_download","bitbucket,RemcosRAT","https://urlhaus.abuse.ch/url/3257858/","abus3reports"
"3257857","2024-10-27 14:13:06","http://bitbucket.org/lucianoeasy1/whythefuckareutryingtotrackthishttpdebuggerlol/raw/67c59c70dfb800fa2bf21b3217e2485221c20428/fund.exe","online","2024-10-27 14:13:06","malware_download","bitbucket,dcrat","https://urlhaus.abuse.ch/url/3257857/","abus3reports"
"3257856","2024-10-27 14:10:15","http://ship-care.com/care.rtf","online","2024-10-27 14:10:15","malware_download","CVE-2017-11882","https://urlhaus.abuse.ch/url/3257856/","abus3reports"
"3257855","2024-10-27 14:09:07","http://bitbucket.org/samesaaa/123/downloads/TJeAjWEEeH.exe","online","2024-10-27 14:09:07","malware_download","bitbucket,Phonk","https://urlhaus.abuse.ch/url/3257855/","abus3reports"
"3257854","2024-10-27 14:08:22","http://bitbucket.org/hgtbvfd11/123aqd/downloads/S0FTWARE.rar","online","2024-10-27 14:08:22","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257854/","abus3reports"
"3257853","2024-10-27 14:08:18","http://bitbucket.org/neonbatsv4/neonbats2/downloads/InfinityCheatLoader.rar","online","2024-10-27 14:08:18","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257853/","abus3reports"
"3257849","2024-10-27 14:08:17","http://bitbucket.org/neonbatsv4/neonbats2/downloads/NeonBatsLoader.rar","online","2024-10-27 14:08:17","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257849/","abus3reports"
"3257850","2024-10-27 14:08:17","http://117.223.1.207:58596/i","online","2024-10-27 14:08:17","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3257850/","geenensp"
"3257851","2024-10-27 14:08:17","http://bitbucket.org/hgtbvfd11/123aqd/downloads/Updater.exe","online","2024-10-27 14:08:17","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257851/","abus3reports"
"3257852","2024-10-27 14:08:17","http://bitbucket.org/rfd344/erd/downloads/Skcareo.txt","online","2024-10-27 14:08:17","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257852/","abus3reports"
"3257847","2024-10-27 14:08:15","http://bitbucket.org/rfd344/erd/downloads/Injocah.txt","online","2024-10-27 14:08:15","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257847/","abus3reports"
"3257848","2024-10-27 14:08:15","http://bitbucket.org/rfd344/erd/downloads/oSgkAmo.txt","online","2024-10-27 14:08:15","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257848/","abus3reports"
"3257846","2024-10-27 14:08:14","http://bitbucket.org/neonbatsv4/neonbats2/downloads/Setup.rar","online","2024-10-27 14:08:14","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257846/","abus3reports"
"3257845","2024-10-27 14:08:13","http://bitbucket.org/hgtbvfd11/123aqd/downloads/NewApp.exe","online","2024-10-27 14:08:13","malware_download","bitbucket,CoinMiner","https://urlhaus.abuse.ch/url/3257845/","abus3reports"
"3257844","2024-10-27 14:08:12","http://bitbucket.org/rfd344/erd/downloads/mmpginn.txt","online","2024-10-27 14:08:12","malware_download","bitbucket,LummaStealer","https://urlhaus.abuse.ch/url/3257844/","abus3reports"
"3257843","2024-10-27 14:08:10","http://bitbucket.org/neonbatsv4/neonbats2/downloads/PMSoftWare.rar","online","2024-10-27 14:08:10","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257843/","abus3reports"
"3257842","2024-10-27 14:08:09","http://bitbucket.org/rfd344/erd/downloads/kSFcIiF.txt","online","2024-10-27 14:08:09","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257842/","abus3reports"
"3257841","2024-10-27 14:08:06","http://120.61.165.150:43054/i","online","2024-10-27 14:08:06","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3257841/","geenensp"
"3257840","2024-10-27 14:07:20","http://117.253.173.186:40288/bin.sh","online","2024-10-27 14:07:20","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3257840/","geenensp"
"3257839","2024-10-27 14:06:11","http://27.202.178.87:33886/i","online","2024-10-27 14:06:11","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3257839/","geenensp"
"3257838","2024-10-27 14:06:08","http://117.253.62.8:33684/bin.sh","online","2024-10-27 14:06:08","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3257838/","geenensp"
"3257837","2024-10-27 14:05:09","http://59.89.227.30:57005/Mozi.m","online","2024-10-27 14:05:09","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/3257837/","lrz_urlhaus"
"3257836","2024-10-27 14:04:12","http://117.253.199.187:45235/Mozi.m","online","2024-10-27 14:04:12","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/3257836/","lrz_urlhaus"
"3257835","2024-10-27 14:04:07","http://182.116.120.255:35025/Mozi.m","online","2024-10-27 14:04:07","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/3257835/","lrz_urlhaus"
"3257833","2024-10-27 14:04:06","http://219.157.29.133:47845/Mozi.m","online","2024-10-27 14:04:06","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/3257833/","lrz_urlhaus"
"3257834","2024-10-27 14:04:06","http://124.234.157.85:52629/bin.sh","online","2024-10-27 14:04:06","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3257834/","geenensp"
"3257832","2024-10-27 14:01:12","http://bitbucket.org/haremkoota/letsgouuuuu/downloads/rawworm-crypted.exe","online","2024-10-27 14:01:12","malware_download","AsyncRAT,bitbucket","https://urlhaus.abuse.ch/url/3257832/","abus3reports"
"3257831","2024-10-27 14:01:09","http://bitbucket.org/grogos817/34f45gh44h554h/raw/4e68095e513496512d02602fdccf2ffee5be8d05/Loader.rar","online","2024-10-27 14:01:09","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257831/","abus3reports"
"3257830","2024-10-27 13:59:34","http://61.3.137.173:38024/i","offline","","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3257830/","geenensp"
"3257824","2024-10-27 13:59:30","http://bitbucket.org/download-hack/download/downloads/Executor.rar","online","2024-10-27 13:59:30","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257824/","abus3reports"
"3257825","2024-10-27 13:59:30","http://bitbucket.org/download-hack/download/downloads/MW3_Unlocker.rar","online","2024-10-27 13:59:30","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257825/","abus3reports"
"3257826","2024-10-27 13:59:30","http://bitbucket.org/download-hack/download/downloads/Anime_Champions.rar","online","2024-10-27 13:59:30","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257826/","abus3reports"
"3257827","2024-10-27 13:59:30","http://bitbucket.org/download-hack/download/downloads/Pet_SimulatorX.rar","online","2024-10-27 13:59:30","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257827/","abus3reports"
"3257828","2024-10-27 13:59:30","http://bitbucket.org/download-hack/download/downloads/Anime_Fighters.rar","online","2024-10-27 14:05:10","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257828/","abus3reports"
"3257829","2024-10-27 13:59:30","http://bitbucket.org/download-hack/download/downloads/Anime_Adventure.rar","online","2024-10-27 13:59:30","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257829/","abus3reports"
"3257819","2024-10-27 13:59:29","http://bitbucket.org/download-hack/download/downloads/FN.rar","online","2024-10-27 13:59:29","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257819/","abus3reports"
"3257820","2024-10-27 13:59:29","http://bitbucket.org/georgy1ss1s/geoasdfasdf/downloads/Valorant_Hack.rar","online","2024-10-27 13:59:29","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257820/","abus3reports"
"3257821","2024-10-27 13:59:29","http://bitbucket.org/georgy1ss1s/geoasdfasdf/downloads/Hack_Setup.rar","online","2024-10-27 13:59:29","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257821/","abus3reports"
"3257822","2024-10-27 13:59:29","http://bitbucket.org/georgy1ss1s/geoasdfasdf/downloads/King_Legacy_Script.rar","online","2024-10-27 13:59:29","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257822/","abus3reports"
"3257823","2024-10-27 13:59:29","http://bitbucket.org/download-hack/download/downloads/Skin_Changer.rar","online","2024-10-27 13:59:29","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257823/","abus3reports"
"3257818","2024-10-27 13:59:28","http://bitbucket.org/download-hack/download/downloads/Valorant.rar","online","2024-10-27 13:59:28","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257818/","abus3reports"
"3257817","2024-10-27 13:59:27","http://bitbucket.org/georgy1ss1s/geoasdfasdf/downloads/Blox_Fruits_Script.rar","online","2024-10-27 13:59:27","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257817/","abus3reports"
"3257815","2024-10-27 13:59:26","http://bitbucket.org/georgy1ss1s/geoasdfasdf/downloads/Blade_Ball_Script.rar","online","2024-10-27 13:59:26","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257815/","abus3reports"
"3257816","2024-10-27 13:59:26","http://bitbucket.org/download-hack/download/downloads/Blox_Fruits.rar","online","2024-10-27 13:59:26","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257816/","abus3reports"
"3257813","2024-10-27 13:59:25","http://bitbucket.org/georgy1ss1s/geoasdfasdf/downloads/Waezone_2_Hack.rar","online","2024-10-27 13:59:25","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257813/","abus3reports"
"3257814","2024-10-27 13:59:25","http://bitbucket.org/frozenthrone1337/yeah/downloads/64.dll","online","2024-10-27 13:59:25","malware_download","bitbucket,SystemBC","https://urlhaus.abuse.ch/url/3257814/","abus3reports"
"3257812","2024-10-27 13:59:24","http://bitbucket.org/download-hack/download/downloads/Tautara_Hack.rar","online","2024-10-27 13:59:24","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257812/","abus3reports"
"3257811","2024-10-27 13:59:19","http://bitbucket.org/georgy1ss1s/geoasdfasdf/downloads/Anime_Champions_Script.rar","online","2024-10-27 13:59:19","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257811/","abus3reports"
"3257809","2024-10-27 13:59:18","http://bitbucket.org/georgy1ss1s/geoasdfasdf/downloads/Evon_Executor.rar","online","2024-10-27 13:59:18","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257809/","abus3reports"
"3257810","2024-10-27 13:59:18","http://bitbucket.org/georgy1ss1s/geoasdfasdf/downloads/Electron_Executor.rar","online","2024-10-27 13:59:18","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257810/","abus3reports"
"3257808","2024-10-27 13:59:16","http://bitbucket.org/download-hack/download/downloads/Kiddions_Menu.rar","online","2024-10-27 13:59:16","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257808/","abus3reports"
"3257807","2024-10-27 13:59:15","http://bitbucket.org/georgy1ss1s/geoasdfasdf/downloads/Fortnite_Hack.rar","online","2024-10-27 13:59:15","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257807/","abus3reports"
"3257806","2024-10-27 13:59:12","http://bitbucket.org/dsadsdavasdvasdc/olesyalkve/downloads/MAS.exe","online","2024-10-27 13:59:12","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257806/","abus3reports"
"3257803","2024-10-27 13:59:11","http://bitbucket.org/georgy1ss1s/geoasdfasdf/downloads/Kiddions_Mod_Menu.rar","online","2024-10-27 13:59:11","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257803/","abus3reports"
"3257804","2024-10-27 13:59:11","http://bitbucket.org/foxxlrep/repo/downloads/za.xlsx","online","2024-10-27 13:59:11","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257804/","abus3reports"
"3257805","2024-10-27 13:59:11","http://bitbucket.org/dsadsdavasdvasdc/olesyalkve/downloads/mg.exe","online","2024-10-27 13:59:11","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257805/","abus3reports"
"3257801","2024-10-27 13:59:07","http://bitbucket.org/foxxlrep/repo/downloads/zip.zip","online","2024-10-27 13:59:07","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257801/","abus3reports"
"3257802","2024-10-27 13:59:07","http://bitbucket.org/foxxlrep/repo/downloads/newf.dotm","online","2024-10-27 13:59:07","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257802/","abus3reports"
"3257799","2024-10-27 13:58:02","https://bitbucket.org/downcloud-load-ad/ads1022/downloads/Brave.exe","online","2024-10-27 13:58:02","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257799/","abus3reports"
"3257798","2024-10-27 13:56:03","https://bitbucket.org/downcloud-load-ad/ads1022/downloads/Afterburner.exe","online","2024-10-27 13:56:03","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257798/","abus3reports"
"3257797","2024-10-27 13:54:21","https://bitbucket.org/downcloud-load-ad/ads1022/downloads/Brave.zip","online","2024-10-27 13:54:21","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257797/","abus3reports"
"3257795","2024-10-27 13:54:17","https://bitbucket.org/downcloud-load-ad/ads1022/downloads/Soda-pdf.zip","online","2024-10-27 13:54:17","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257795/","abus3reports"
"3257796","2024-10-27 13:54:17","https://bitbucket.org/downcloud-load-ad/ads1022/downloads/Adsblock.zip","online","2024-10-27 13:54:17","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257796/","abus3reports"
"3257793","2024-10-27 13:54:16","https://bitbucket.org/downcloud-load-ad/ads1022/downloads/linkhelper.zip","online","2024-10-27 13:54:16","malware_download","bitbucket","https://urlhaus.abuse.ch/url/3257793/","abus3reports"
