################################################################
# abuse.ch URLhaus Database Dump (CSV - online URLs only)      #
# Last updated: 2023-09-09 23:45:10 (UTC)                      #
#                                                              #
# Terms Of Use: https://urlhaus.abuse.ch/api/                  #
# For questions please contact urlhaus [at] abuse.ch           #
################################################################
#
# id,dateadded,url,url_status,last_online,threat,tags,urlhaus_link,reporter
"2710904","2023-09-09 21:51:06","http://98.159.98.31/f2q2kke5aadloo4aasdjjjfirbmw/0xh0roxxnavebusyoo.sh4","online","2023-09-09 23:36:20","malware_download","32,elf,mirai,renesas","https://urlhaus.abuse.ch/url/2710904/","zbetcheckin"
"2710905","2023-09-09 21:51:06","http://98.159.98.31/f2q2kke5aadloo4aasdjjjfirbmw/0xh0roxxnavebusyoo.arc","online","2023-09-09 23:30:27","malware_download","32,elf,mirai","https://urlhaus.abuse.ch/url/2710905/","zbetcheckin"
"2710906","2023-09-09 21:51:06","http://98.159.98.31/f2q2kke5aadloo4aasdjjjfirbmw/0xh0roxxnavebusyoo.i486","online","2023-09-09 23:51:40","malware_download","32,elf,intel,mirai","https://urlhaus.abuse.ch/url/2710906/","zbetcheckin"
"2710907","2023-09-09 21:51:06","http://98.159.98.31/f2q2kke5aadloo4aasdjjjfirbmw/0xh0roxxnavebusyoo.mips","online","2023-09-09 23:30:52","malware_download","32,elf,mips,mirai","https://urlhaus.abuse.ch/url/2710907/","zbetcheckin"
"2710896","2023-09-09 21:50:08","http://98.159.98.31/f2q2kke5aadloo4aasdjjjfirbmw/0xh0roxxnavebusyoo.spc","online","2023-09-09 23:54:00","malware_download","32,elf,mirai,sparc","https://urlhaus.abuse.ch/url/2710896/","zbetcheckin"
"2710897","2023-09-09 21:50:08","http://98.159.98.31/f2q2kke5aadloo4aasdjjjfirbmw/0xh0roxxnavebusyoo.arm6","online","2023-09-09 23:54:52","malware_download","32,arm,elf,mirai","https://urlhaus.abuse.ch/url/2710897/","zbetcheckin"
"2710898","2023-09-09 21:50:08","http://98.159.98.31/f2q2kke5aadloo4aasdjjjfirbmw/0xh0roxxnavebusyoo.arm5","online","2023-09-09 23:59:50","malware_download","32,arm,elf,mirai","https://urlhaus.abuse.ch/url/2710898/","zbetcheckin"
"2710899","2023-09-09 21:50:08","http://98.159.98.31/shithirointhehouse.sh","online","2023-09-09 23:24:56","malware_download","shellscript","https://urlhaus.abuse.ch/url/2710899/","zbetcheckin"
"2710900","2023-09-09 21:50:08","http://98.159.98.31/f2q2kke5aadloo4aasdjjjfirbmw/0xh0roxxnavebusyoo.m68k","online","2023-09-09 23:51:14","malware_download","32,elf,mirai,motorola","https://urlhaus.abuse.ch/url/2710900/","zbetcheckin"
"2710901","2023-09-09 21:50:08","http://98.159.98.31/f2q2kke5aadloo4aasdjjjfirbmw/0xh0roxxnavebusyoo.ppc","online","2023-09-09 23:35:17","malware_download","32,elf,mirai,PowerPC","https://urlhaus.abuse.ch/url/2710901/","zbetcheckin"
"2710902","2023-09-09 21:50:08","http://98.159.98.31/f2q2kke5aadloo4aasdjjjfirbmw/0xh0roxxnavebusyoo.mpsl","online","2023-09-09 23:45:05","malware_download","32,elf,mips,mirai","https://urlhaus.abuse.ch/url/2710902/","zbetcheckin"
"2710903","2023-09-09 21:50:08","http://98.159.98.31/f2q2kke5aadloo4aasdjjjfirbmw/0xh0roxxnavebusyoo.arm7","online","2023-09-09 23:40:52","malware_download","32,arm,bashlite,elf,gafgyt,mirai","https://urlhaus.abuse.ch/url/2710903/","zbetcheckin"
"2710895","2023-09-09 21:20:09","http://220.87.49.57:43559/Mozi.m","online","2023-09-09 23:24:08","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710895/","lrz_urlhaus"
"2710893","2023-09-09 21:12:07","http://180.108.232.164:19660/.i","online","2023-09-09 23:54:59","malware_download","hajime","https://urlhaus.abuse.ch/url/2710893/","geenensp"
"2710890","2023-09-09 20:49:05","http://27.215.179.175:33452/Mozi.m","online","2023-09-09 23:23:19","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710890/","lrz_urlhaus"
"2710889","2023-09-09 20:48:22","http://121.231.30.165:31157/.i","online","2023-09-09 23:50:08","malware_download","hajime","https://urlhaus.abuse.ch/url/2710889/","geenensp"
"2710888","2023-09-09 20:19:14","http://117.210.190.28:54345/Mozi.m","online","2023-09-09 23:55:10","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2710888/","lrz_urlhaus"
"2710887","2023-09-09 20:19:05","http://46.32.172.126:10728/Mozi.a","online","2023-09-09 23:53:43","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710887/","lrz_urlhaus"
"2710886","2023-09-09 20:13:05","http://77.91.68.78/lend/crypt.exe","online","2023-09-09 23:22:37","malware_download","64,exe","https://urlhaus.abuse.ch/url/2710886/","zbetcheckin"
"2710885","2023-09-09 19:53:08","http://49.89.251.200:50123/.i","online","2023-09-09 23:50:15","malware_download","hajime","https://urlhaus.abuse.ch/url/2710885/","geenensp"
"2710881","2023-09-09 19:19:07","http://117.219.121.197:38212/Mozi.a","online","2023-09-09 23:54:47","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2710881/","lrz_urlhaus"
"2710880","2023-09-09 18:40:09","http://1.70.186.253:21758/.i","online","2023-09-09 23:48:38","malware_download","hajime","https://urlhaus.abuse.ch/url/2710880/","geenensp"
"2710878","2023-09-09 17:49:05","http://182.120.60.129:49476/Mozi.m","online","2023-09-09 23:53:14","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710878/","lrz_urlhaus"
"2710876","2023-09-09 17:42:24","https://openaico.ir/bot/stream/dl/?q=r6wp3wkS4rU","online","2023-09-09 23:54:51","malware_download","android,apk ,IRATA","https://urlhaus.abuse.ch/url/2710876/","onecert_ir"
"2710875","2023-09-09 17:42:14","http://195.211.96.134/song.mp3","online","2023-09-09 23:59:14","malware_download","dropped-by-PrivateLoader","https://urlhaus.abuse.ch/url/2710875/","andretavare5"
"2710871","2023-09-09 17:42:06","https://vk.com/doc44017378_669098986?hash=NJHLKDh2Wl9vhuFWEIZGmhLfrduIkBlrf5AKjBgHjCg&dl=I0tgJ99jHOks99SLdzOVxHASZZcBNmlj1LzB6o4jVXT&api=1&no_preview=1#1","online","2023-09-09 23:49:38","malware_download","dropped-by-PrivateLoader,encrypted,RedLine","https://urlhaus.abuse.ch/url/2710871/","andretavare5"
"2710872","2023-09-09 17:42:06","https://vk.com/doc44017378_669070017?hash=c1hZlvVaQhmqNb1BjIXRyFng0ENJSgusOHID68LactT&dl=T3GSEbia9hbeV4uNyaMpzzywQxKLWtPbKzXeRjkoE9L&api=1&no_preview=1#qq","online","2023-09-09 23:48:27","malware_download","dropped-by-PrivateLoader,encrypted","https://urlhaus.abuse.ch/url/2710872/","andretavare5"
"2710873","2023-09-09 17:42:06","https://vk.com/doc44017378_669100051?hash=Y1d8yh89LcZ0zAOx8obl7JZ7mZWqNSdnCHqxRkQxKbD&dl=IZJ6qPZZJHdKI0zpkVZuoaMzdZItvl7ncz41tGh3PbP&api=1&no_preview=1#rise_cpp","online","2023-09-09 23:56:29","malware_download","dropped-by-PrivateLoader,encrypted,PrivateLoader","https://urlhaus.abuse.ch/url/2710873/","andretavare5"
"2710874","2023-09-09 17:42:06","https://vk.com/doc44017378_669019734?hash=RprrL9SYzY7KWmSN7oQS0Kmv0PLn3AchcWfrJZ0V8Zo&dl=wJy7jIEnjTfxboeio3EfjfJPZ3dbh2O5kDrBLj1zsho&api=1&no_preview=1#u9","online","2023-09-09 23:48:31","malware_download","dropped-by-PrivateLoader,encrypted,RedLine","https://urlhaus.abuse.ch/url/2710874/","andretavare5"
"2710870","2023-09-09 17:34:07","http://59.182.65.70:43382/Mozi.m","online","2023-09-09 23:51:44","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710870/","lrz_urlhaus"
"2710869","2023-09-09 17:19:07","http://117.252.161.231:48636/Mozi.m","online","2023-09-09 23:25:01","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2710869/","lrz_urlhaus"
"2710868","2023-09-09 17:04:05","http://200.81.166.158:40546/i","online","2023-09-09 23:53:29","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2710868/","geenensp"
"2710866","2023-09-09 16:32:06","http://200.81.166.158:40546/bin.sh","online","2023-09-09 23:57:26","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2710866/","geenensp"
"2710865","2023-09-09 16:30:11","http://114.35.253.239:48097/.i","online","2023-09-09 23:48:22","malware_download","hajime","https://urlhaus.abuse.ch/url/2710865/","geenensp"
"2710864","2023-09-09 16:18:05","http://77.91.68.61/fuza/sufor.exe","online","2023-09-09 23:41:40","malware_download","32,exe","https://urlhaus.abuse.ch/url/2710864/","zbetcheckin"
"2710863","2023-09-09 16:04:07","http://1.168.31.114:32899/.i","online","2023-09-09 23:53:33","malware_download","hajime","https://urlhaus.abuse.ch/url/2710863/","geenensp"
"2710855","2023-09-09 14:19:05","http://202.178.125.86:44510/Mozi.m","online","2023-09-09 23:24:28","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710855/","lrz_urlhaus"
"2710852","2023-09-09 13:59:07","http://110.183.26.94:24395/.i","online","2023-09-09 23:50:54","malware_download","hajime","https://urlhaus.abuse.ch/url/2710852/","geenensp"
"2710849","2023-09-09 13:17:06","http://123.14.203.144:46185/i","online","2023-09-09 23:53:52","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2710849/","geenensp"
"2710847","2023-09-09 12:46:07","http://140.237.5.164:59671/.i","online","2023-09-09 23:36:13","malware_download","hajime","https://urlhaus.abuse.ch/url/2710847/","geenensp"
"2710841","2023-09-09 11:28:08","http://114.33.175.52:51551/.i","online","2023-09-09 23:44:03","malware_download","hajime","https://urlhaus.abuse.ch/url/2710841/","geenensp"
"2710840","2023-09-09 10:29:07","http://68.95.120.155:53919/.i","online","2023-09-09 23:51:48","malware_download","hajime","https://urlhaus.abuse.ch/url/2710840/","geenensp"
"2710836","2023-09-09 10:04:06","http://221.1.226.201:54837/Mozi.m","online","2023-09-09 23:33:15","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710836/","lrz_urlhaus"
"2710828","2023-09-09 07:10:10","http://180.25.132.230:50190/.i","online","2023-09-09 23:34:15","malware_download","hajime","https://urlhaus.abuse.ch/url/2710828/","geenensp"
"2710811","2023-09-09 06:42:05","http://95.214.27.56/droidddd.hta","online","2023-09-09 23:27:03","malware_download","AgentTesla,hta","https://urlhaus.abuse.ch/url/2710811/","abuse_ch"
"2710810","2023-09-09 06:32:05","http://194.180.48.247/cr/1850","online","2023-09-09 23:59:02","malware_download","None","https://urlhaus.abuse.ch/url/2710810/","abuse_ch"
"2710809","2023-09-09 06:30:11","http://217.196.96.228/6d24030469a6b14b/nss3.dll","online","2023-09-09 23:36:43","malware_download","dll,Stealc","https://urlhaus.abuse.ch/url/2710809/","abuse_ch"
"2710805","2023-09-09 06:30:10","http://217.196.96.228/6d24030469a6b14b/mozglue.dll","online","2023-09-09 23:28:40","malware_download","dll,Stealc","https://urlhaus.abuse.ch/url/2710805/","abuse_ch"
"2710806","2023-09-09 06:30:10","http://217.196.96.228/6d24030469a6b14b/sqlite3.dll","online","2023-09-09 23:51:45","malware_download","dll,Stealc","https://urlhaus.abuse.ch/url/2710806/","abuse_ch"
"2710807","2023-09-09 06:30:10","http://217.196.96.228/6d24030469a6b14b/softokn3.dll","online","2023-09-09 23:33:33","malware_download","dll,Stealc","https://urlhaus.abuse.ch/url/2710807/","abuse_ch"
"2710808","2023-09-09 06:30:10","http://217.196.96.228/6d24030469a6b14b/msvcp140.dll","online","2023-09-09 23:28:37","malware_download","dll,Stealc","https://urlhaus.abuse.ch/url/2710808/","abuse_ch"
"2710803","2023-09-09 06:30:09","http://217.196.96.228/6d24030469a6b14b/vcruntime140.dll","online","2023-09-09 23:38:26","malware_download","dll,Stealc","https://urlhaus.abuse.ch/url/2710803/","abuse_ch"
"2710804","2023-09-09 06:30:09","http://217.196.96.228/6d24030469a6b14b/freebl3.dll","online","2023-09-09 23:40:53","malware_download","dll,Stealc","https://urlhaus.abuse.ch/url/2710804/","abuse_ch"
"2710775","2023-09-09 05:58:04","http://185.28.39.17:7777/185.28.39.18/chungzx.doc","online","2023-09-09 23:57:46","malware_download","RemcosRAT,RTF","https://urlhaus.abuse.ch/url/2710775/","zbetcheckin"
"2710772","2023-09-09 05:19:05","http://178.124.219.3:54031/Mozi.m","online","2023-09-09 23:36:28","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710772/","lrz_urlhaus"
"2710770","2023-09-09 05:10:09","http://h170578.srv22.test-hf.su/168.exe","online","2023-09-09 23:58:32","malware_download","32,exe,RedLineStealer","https://urlhaus.abuse.ch/url/2710770/","zbetcheckin"
"2710771","2023-09-09 05:10:09","http://185.28.39.17:7777/185.28.39.18/devalzx.exe","online","2023-09-09 23:59:22","malware_download","32,exe","https://urlhaus.abuse.ch/url/2710771/","zbetcheckin"
"2710768","2023-09-09 04:55:08","http://42.235.85.217:50341/i","online","2023-09-09 23:59:29","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2710768/","geenensp"
"2710754","2023-09-09 04:30:10","http://galandskiyher2.com/downloads/toolspub4.exe","online","2023-09-09 23:37:41","malware_download","32,exe,Smoke Loader","https://urlhaus.abuse.ch/url/2710754/","zbetcheckin"
"2710753","2023-09-09 04:30:09","http://185.28.39.17:7777/185.28.39.18/devalzx.doc","online","2023-09-09 23:51:40","malware_download","RTF","https://urlhaus.abuse.ch/url/2710753/","zbetcheckin"
"2710738","2023-09-09 04:04:06","http://114.226.74.73:43825/Mozi.m","online","2023-09-09 23:30:59","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710738/","lrz_urlhaus"
"2710737","2023-09-09 04:00:10","http://112.72.177.227:3799/i","online","2023-09-09 23:37:59","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2710737/","geenensp"
"2710732","2023-09-09 03:15:07","http://93.66.202.226:11735/.i","online","2023-09-09 23:59:24","malware_download","hajime","https://urlhaus.abuse.ch/url/2710732/","geenensp"
"2710717","2023-09-09 02:34:11","http://158.255.82.119:56260/Mozi.m","online","2023-09-09 23:40:28","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710717/","lrz_urlhaus"
"2710716","2023-09-09 02:14:06","http://77.120.179.203:4070/.i","online","2023-09-09 23:48:33","malware_download","hajime","https://urlhaus.abuse.ch/url/2710716/","geenensp"
"2710713","2023-09-09 01:04:17","http://182.242.160.47:51377/Mozi.m","online","2023-09-09 23:24:18","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710713/","lrz_urlhaus"
"2710697","2023-09-09 00:02:08","http://171.254.77.142:1497/.i","online","2023-09-09 23:48:42","malware_download","hajime","https://urlhaus.abuse.ch/url/2710697/","geenensp"
"2710678","2023-09-08 22:03:18","http://77.91.68.78/lend/setupX.exe","online","2023-09-09 23:33:17","malware_download","32,exe,RedLineStealer","https://urlhaus.abuse.ch/url/2710678/","zbetcheckin"
"2710662","2023-09-08 21:06:05","http://91.208.184.150/.mips?ddos","online","2023-09-09 23:49:17","malware_download","ua-wget","https://urlhaus.abuse.ch/url/2710662/","Gandylyan1"
"2710658","2023-09-08 19:49:04","http://158.255.82.84:39002/Mozi.m","online","2023-09-09 23:54:51","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710658/","lrz_urlhaus"
"2710656","2023-09-08 19:42:05","http://77.91.68.78/lend/Black_Saturn.exe","online","2023-09-09 23:58:57","malware_download","32,exe","https://urlhaus.abuse.ch/url/2710656/","zbetcheckin"
"2710655","2023-09-08 19:42:04","http://77.91.68.78/lend/Jakugym.exe","online","2023-09-09 23:57:17","malware_download","32,exe","https://urlhaus.abuse.ch/url/2710655/","zbetcheckin"
"2710642","2023-09-08 19:02:07","http://123.172.82.137:2512/.i","online","2023-09-09 23:38:01","malware_download","elf,hajime","https://urlhaus.abuse.ch/url/2710642/","tolisec"
"2710640","2023-09-08 18:19:06","http://112.239.96.205:55643/Mozi.a","online","2023-09-09 23:51:57","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710640/","lrz_urlhaus"
"2710638","2023-09-08 18:13:05","http://87.1.144.184:37490/.i","online","2023-09-09 23:49:10","malware_download","hajime","https://urlhaus.abuse.ch/url/2710638/","geenensp"
"2710635","2023-09-08 18:04:05","http://60.215.190.17:59590/Mozi.m","online","2023-09-09 23:48:22","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2710635/","lrz_urlhaus"
"2710614","2023-09-08 15:57:05","http://81.161.229.120/raw/game/GoogleUpdate.exe","online","2023-09-09 23:58:44","malware_download","32,exe","https://urlhaus.abuse.ch/url/2710614/","zbetcheckin"
"2710613","2023-09-08 15:56:04","http://185.254.37.243/bins/tel.ppc","online","2023-09-09 23:48:17","malware_download","32,elf,mirai,PowerPC","https://urlhaus.abuse.ch/url/2710613/","zbetcheckin"
"2710612","2023-09-08 15:51:12","http://81.161.229.120/raw/update/iexpress.exe","online","2023-09-09 23:49:06","malware_download","64,CoinMiner,exe","https://urlhaus.abuse.ch/url/2710612/","zbetcheckin"
"2710610","2023-09-08 15:51:11","http://81.161.229.120/raw/x/ECheck.exe","online","2023-09-09 23:59:52","malware_download","64,CoinMiner,exe","https://urlhaus.abuse.ch/url/2710610/","zbetcheckin"
"2710611","2023-09-08 15:51:11","http://81.161.229.120/raw/a/VCheck.exe","online","2023-09-09 23:49:20","malware_download","64,CoinMiner,exe","https://urlhaus.abuse.ch/url/2710611/","zbetcheckin"
"2710608","2023-09-08 15:51:10","http://141.98.6.202/windows/wind/IE_Cache.vbs","online","2023-09-09 23:31:37","malware_download","None","https://urlhaus.abuse.ch/url/2710608/","anonymous"
"2710607","2023-09-08 15:51:09","http://81.161.229.120/raw/game/LiveUpdate.exe","online","2023-09-09 23:57:17","malware_download","32,exe","https://urlhaus.abuse.ch/url/2710607/","zbetcheckin"
"2710605","2023-09-08 15:51:07","http://185.254.37.243/bins/tel.sh4","online","2023-09-09 23:23:46","malware_download","32,elf,mirai,renesas","https://urlhaus.abuse.ch/url/2710605/","zbetcheckin"
"2710606","2023-09-08 15:51:07","http://141.98.6.202/windows/wind/0O0O0O0o0O0O0O0o0o0O0o0O0o0O00000%23%23%23%23%23%23%23%23%23%23%23%23%23%230000000%23%23%23%23%23%23%23%23%23%23%23%23%23%2300000000000.doc","online","2023-09-09 23:41:51","malware_download","None","https://urlhaus.abuse.ch/url/2710606/","anonymous"
"2710604","2023-09-08 15:51:06","http://141.98.6.202/windows/wind/IGCCU.lnk","online","2023-09-09 23:43:22","malware_download","None","https://urlhaus.abuse.ch/url/2710604/","anonymous"
"2710603","2023-09-08 15:50:13","http://81.161.229.120/raw/a/verify.exe","online","2023-09-09 23:36:34","malware_download","64,CoinMiner,exe","https://urlhaus.abuse.ch/url/2710603/","zbetcheckin"
"2710602","2023-09-08 15:50:11","http://81.161.229.120/raw/update/1iexpress.exe","online","2023-09-09 23:59:38","malware_download","32,exe","https://urlhaus.abuse.ch/url/2710602/","zbetcheckin"
"2710598","2023-09-08 15:50:07","http://185.254.37.243/bins/tel.mpsl","online","2023-09-09 23:52:11","malware_download","32,elf,mips,mirai","https://urlhaus.abuse.ch/url/2710598/","zbetcheckin"
"2710599","2023-09-08 15:50:07","http://185.254.37.243/bins/tel.x86","online","2023-09-09 23:59:21","malware_download","32,bashlite,elf,gafgyt,intel,mirai","https://urlhaus.abuse.ch/url/2710599/","zbetcheckin"
